path,f_name,f_type,f_size_Kb,f_mtime,Owner,Modified_file_size
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\Makefile-genesis.properties,Makefile-genesis,.properties,0,2025-01-30 15:27:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\Makefile-impl.mk,Makefile-impl,.mk,1,2025-01-30 15:27:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\Makefile-local-default.mk,Makefile-local-default,.mk,2,2025-01-30 15:27:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\Makefile-variables.mk,Makefile-variables,.mk,0,2025-01-30 15:27:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\Package-default.bash,Package-default,.bash,1,2025-01-30 15:27:51,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\project.xml,project,.xml,1,2025-01-24 12:16:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\private\configurations.xml,configurations,.xml,0,2025-01-30 15:27:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment11.X\nbproject\private\private.xml,private,.xml,0,2025-02-15 21:50:10,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\digital_keypad.c,digital_keypad,.c,0,2025-01-15 13:57:23,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\digital_keypad.h,digital_keypad,.h,0,2025-01-10 12:29:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\main.h,main,.h,0,2025-01-10 12:25:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\Makefile,Makefile,,3,2025-01-10 12:19:39,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\newmain.c,newmain,.c,1,2025-01-15 13:57:23,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\ssd_display.c,ssd_display,.c,0,2025-01-10 12:45:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\ssd_display.h,ssd_display,.h,0,2025-01-10 12:25:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\digital_keypad.i,digital_keypad,.i,439,2025-01-16 11:38:31,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\digital_keypad.p1,digital_keypad,.p1,82,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\digital_keypad.p1.d,digital_keypad.p1,.d,0,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\newmain.i,newmain,.i,440,2025-01-16 11:38:31,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\newmain.p1,newmain,.p1,83,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\newmain.p1.d,newmain.p1,.d,0,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\ssd_display.i,ssd_display,.i,439,2025-01-16 11:38:31,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\ssd_display.p1,ssd_display,.p1,82,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\build\default\production\ssd_display.p1.d,ssd_display.p1,.d,0,2025-01-16 11:38:32,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.cmf,assignment13.X.production,.cmf,32,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.elf,assignment13.X.production,.elf,11,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.hex,assignment13.X.production,.hex,2,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.hxl,assignment13.X.production,.hxl,5,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.lst,assignment13.X.production,.lst,161,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.map,assignment13.X.production,.map,22,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.mum,assignment13.X.production,.mum,0,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.o,assignment13.X.production,.o,15,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.rlf,assignment13.X.production,.rlf,185,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.sdb,assignment13.X.production,.sdb,4,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\assignment13.X.production.sym,assignment13.X.production,.sym,7,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\dist\default\production\memoryfile.xml,memoryfile,.xml,0,2025-01-16 11:38:33,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\configurations.xml,configurations,.xml,8,2025-01-10 12:43:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Makefile-default.mk,Makefile-default,.mk,10,2025-01-10 12:43:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Makefile-genesis.properties,Makefile-genesis,.properties,0,2025-01-10 12:43:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Makefile-impl.mk,Makefile-impl,.mk,1,2025-01-10 12:43:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Makefile-local-default.mk,Makefile-local-default,.mk,2,2025-01-10 12:43:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Makefile-variables.mk,Makefile-variables,.mk,0,2025-01-10 12:43:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\Package-default.bash,Package-default,.bash,1,2025-01-10 12:43:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\project.xml,project,.xml,1,2025-01-10 12:22:10,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\private\configurations.xml,configurations,.xml,0,2025-01-10 12:43:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment13.X\nbproject\private\private.xml,private,.xml,0,2025-01-16 13:52:48,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\main.h,main,.h,0,2025-01-09 14:26:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\Makefile,Makefile,,3,2025-01-09 14:07:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\newmain.c,newmain,.c,1,2025-01-15 13:39:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\ssd_display.c,ssd_display,.c,0,2025-01-15 13:39:45,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\ssd_display.h,ssd_display,.h,0,2025-01-09 14:40:54,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\newmain.i,newmain,.i,440,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\newmain.p1,newmain,.p1,82,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\newmain.p1.d,newmain.p1,.d,0,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\ssd_display.i,ssd_display,.i,439,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\ssd_display.p1,ssd_display,.p1,82,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\build\default\production\ssd_display.p1.d,ssd_display.p1,.d,0,2025-01-23 14:17:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.cmf,assignment15.X.production,.cmf,27,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.elf,assignment15.X.production,.elf,9,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.hex,assignment15.X.production,.hex,1,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.hxl,assignment15.X.production,.hxl,3,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.lst,assignment15.X.production,.lst,110,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.map,assignment15.X.production,.map,17,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.mum,assignment15.X.production,.mum,0,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.o,assignment15.X.production,.o,9,2025-01-23 14:17:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.rlf,assignment15.X.production,.rlf,124,2025-01-23 14:17:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.sdb,assignment15.X.production,.sdb,2,2025-01-23 14:17:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\assignment15.X.production.sym,assignment15.X.production,.sym,6,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\dist\default\production\memoryfile.xml,memoryfile,.xml,0,2025-01-23 14:17:17,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\configurations.xml,configurations,.xml,8,2025-01-23 14:16:54,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Makefile-default.mk,Makefile-default,.mk,8,2025-01-23 14:16:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Makefile-genesis.properties,Makefile-genesis,.properties,0,2025-01-23 14:16:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Makefile-impl.mk,Makefile-impl,.mk,1,2025-01-23 14:16:54,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Makefile-local-default.mk,Makefile-local-default,.mk,2,2025-01-23 14:16:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Makefile-variables.mk,Makefile-variables,.mk,0,2025-01-23 14:16:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\Package-default.bash,Package-default,.bash,1,2025-01-23 14:16:55,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\project.xml,project,.xml,1,2025-01-09 14:18:28,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\private\configurations.xml,configurations,.xml,0,2025-01-23 14:16:54,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment15.X\nbproject\private\private.xml,private,.xml,0,2025-01-16 13:52:48,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\digital_keypad.c,digital_keypad,.c,0,2025-01-17 13:47:47,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\digital_keypad.h,digital_keypad,.h,0,2025-01-17 13:48:49,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\Makefile,Makefile,,3,2025-01-17 13:45:35,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\newmain.c,newmain,.c,2,2025-01-20 14:39:34,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\digital_keypad.i,digital_keypad,.i,439,2025-01-21 13:50:01,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\digital_keypad.p1,digital_keypad,.p1,82,2025-01-21 13:50:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\digital_keypad.p1.d,digital_keypad.p1,.d,0,2025-01-21 13:50:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\newmain.i,newmain,.i,440,2025-01-21 13:50:01,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\newmain.p1,newmain,.p1,85,2025-01-21 13:50:02,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\build\default\production\newmain.p1.d,newmain.p1,.d,0,2025-01-21 13:50:03,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.cmf,assignment2.X.production,.cmf,26,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.elf,assignment2.X.production,.elf,8,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.hex,assignment2.X.production,.hex,1,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.hxl,assignment2.X.production,.hxl,3,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.lst,assignment2.X.production,.lst,111,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.map,assignment2.X.production,.map,18,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.mum,assignment2.X.production,.mum,0,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.o,assignment2.X.production,.o,9,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.rlf,assignment2.X.production,.rlf,126,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.sdb,assignment2.X.production,.sdb,2,2025-01-21 13:50:05,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\assignment2.X.production.sym,assignment2.X.production,.sym,6,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\dist\default\production\memoryfile.xml,memoryfile,.xml,0,2025-01-21 13:50:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\configurations.xml,configurations,.xml,8,2025-01-17 14:10:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Makefile-default.mk,Makefile-default,.mk,8,2025-01-17 14:10:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Makefile-genesis.properties,Makefile-genesis,.properties,0,2025-01-17 14:10:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Makefile-impl.mk,Makefile-impl,.mk,1,2025-01-17 14:10:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Makefile-local-default.mk,Makefile-local-default,.mk,2,2025-01-17 14:10:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Makefile-variables.mk,Makefile-variables,.mk,0,2025-01-17 14:10:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\Package-default.bash,Package-default,.bash,1,2025-01-17 14:10:21,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\project.xml,project,.xml,1,2025-01-17 13:48:35,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\private\configurations.xml,configurations,.xml,0,2025-01-17 14:10:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment2.X\nbproject\private\private.xml,private,.xml,0,2025-01-21 13:49:08,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\clcd.c,clcd,.c,1,2025-01-23 12:56:56,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\clcd.h,clcd,.h,1,2025-01-23 12:56:26,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\Makefile,Makefile,,3,2025-01-23 12:54:25,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\matrix_keypad.h,matrix_keypad,.h,2,2025-01-28 12:21:09,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\newmain.c,newmain,.c,0,2025-01-27 18:45:22,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\clcd.i,clcd,.i,440,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\clcd.p1,clcd,.p1,86,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\clcd.p1.d,clcd.p1,.d,0,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\newmain.i,newmain,.i,440,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\newmain.p1,newmain,.p1,81,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\build\default\production\newmain.p1.d,newmain.p1,.d,0,2025-01-24 11:38:15,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.cmf,assignment20.X.production,.cmf,27,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.elf,assignment20.X.production,.elf,9,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.hex,assignment20.X.production,.hex,1,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.hxl,assignment20.X.production,.hxl,3,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.lst,assignment20.X.production,.lst,112,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.map,assignment20.X.production,.map,17,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.mum,assignment20.X.production,.mum,0,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.o,assignment20.X.production,.o,7,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.rlf,assignment20.X.production,.rlf,124,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.sdb,assignment20.X.production,.sdb,2,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\assignment20.X.production.sym,assignment20.X.production,.sym,6,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\dist\default\production\memoryfile.xml,memoryfile,.xml,0,2025-01-24 11:38:16,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\configurations.xml,configurations,.xml,8,2025-01-28 12:21:18,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Makefile-default.mk,Makefile-default,.mk,8,2025-01-28 12:21:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Makefile-genesis.properties,Makefile-genesis,.properties,0,2025-01-28 12:21:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Makefile-impl.mk,Makefile-impl,.mk,1,2025-01-28 12:21:19,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Makefile-local-default.mk,Makefile-local-default,.mk,2,2025-01-28 12:21:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Makefile-variables.mk,Makefile-variables,.mk,0,2025-01-28 12:21:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\Package-default.bash,Package-default,.bash,1,2025-01-28 12:21:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\project.xml,project,.xml,1,2025-01-23 12:56:11,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\private\configurations.xml,configurations,.xml,0,2025-01-28 12:21:18,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment20.X\nbproject\private\private.xml,private,.xml,0,2025-01-28 15:06:20,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\clcd.c,clcd,.c,1,2025-01-28 12:19:06,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\clcd.h,clcd,.h,1,2025-01-28 12:46:00,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\Makefile,Makefile,,3,2025-01-28 12:18:01,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\matrix_keypad.c,matrix_keypad,.c,1,2025-01-28 12:23:41,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\matrix_keypad.h,matrix_keypad,.h,0,2025-01-28 12:22:40,DESKTOP-L6P3D7M\Admin,0
C:\Users\Admin\OneDrive\Desktop\MC\assignment24.X\newmain.c,newmain,.c,4,2025-02-15 21:47:17,DESKTOP-L6P3D7M\Admin,0
